Polarity,Text
negative,معي برادو ديزل موديل 2007 يوم جيت اوضب مكينته انصعت من المبلغ ضعف تكلفة توضيب مكينة البنزين هذا غير دخانه الأسود وعزمه الضعيف مقارنة مع البنزين.
negative,سيارة غالية و قطع غيارها مرتفعة.
negative,الهايبرد غير عملي هنا بسبب انو الكهرب ما يمشيك بالسيارة الا 40 فقط وبعدها بيشتغل البنزين.
negative,صرفية السيارة أثناء توقفها و المحرك داير تكون عالية.
negative,مبرد القير يهرب داخل الاديتر.
neutral,قريبي معه 2016 مشى عليه 20 الف معه LS ما يذكرها إلا بالخير رساوة وعزل وموصفات للستاندر تعتبر جيدة. ميزة عجبتني من الاستاندر انه حساس الكفرات يخبرك اي كفر منسم وتحكم كامل باطاره و 10 ايرباقات باذن الله ما تحتاجها. عيبها فقط قطع البودي غالية شوي. اما القطع الاستهلاكيه متوسطة.
negative,خويي خرب عليه قفل الشنطة اوبتيما 16.
positive,سيارة ممتازة جدا و راسية وعزل الصوت فيها خرافي القزاز مدبل.
negative,هايلكس حرام تعدي فيه 120 رساوة صفر.
negative,عندي مشكلة بسيطة في النترا 2015 مثبت السرعة كان شغال ولله الحمد وفجأة صار ما يشتغل كل ما اجي اشغله تتغير قنوات المسجل او الراديو يعني تغيرت وظيفته بدل ما يثبت السرعة صار تبع المسجل.
neutral,و الله يا مكيفها بطل بس انه عيبه دفع الهواء سيء.
negative,عندي مشكلة في التعشيق وهي عبارة عن نتعة او تفويته بسيطة جداً من النمره الثانية للثالثة.
negative,انا عندي جمس دينالي 2008 فية لمبة مانع الانزلاق تشتغل بحالها احياناً و ترج السيارة بعدها.
negative,عندي اذا حطيت الموتر على ال D تنتع السيارة.
negative,انتبه ترا مكيفه ما ينفع بريال جربه وبتعرف كلامي.
negative,وكيلها خايس للأمانة.
negative,سيارتي هوندا اكورد 2008 لاحظت عليها من فترة قريبة عند الالتفاف لليمين اذا باديور صوت من داخل الجهة اليمنى الامامية الصوت ليس صفير او ونة صوت كأن الكفر يحك بالحشوة الداخلية او كأنه قطعة جافة تطلع صوت إحتكاك مع الكفر.
negative,الشفر صاير وضعه ما يطمن تاخذ سيارة جديدة فيها أعطال الدنيا.
neutral,الامبالا تاريخ من اقدم السيارت اخوي من تجربة انا ساكن في المدينه المنوره وجوها جاف ومعي امبالا 2014 و الله ان مكيفها ما عليه كلام و اللي ما جرب ما هو زي اللي جرب انا اشهد ان الامبالا موتر عز و طرب ان بغيت قوة وان بغيت فخامة عزل تسارع وسع راحه نظام صوتي جبار للفل انا سيارتي فل ماشيه 180 الف كارف أمها كرف ماغيرت فيها الا فحمات الفرامل مره وحده على فكره الامبالا تصنع في كندا نفس مصنع اليوكن و التاهو عيبها بس الانوار الخلفيه لو انها ليد كان كلام ثاني.
negative,قطع غيار هوندا غالية و مبالغ جدا فيها.
neutral,المكيف في المناطق الرطبه ممتاز مثلها مثل الكوري بس في المناطق الجافه تكره ام السيارة مثل الرياض وغيرها ما يسوى ريال.
neutral,انسى الراحه و الأمان فيه..اما من ناحية عملي فهو جدا عملي و صبور.
neutral,العملانية لا شك تويوتا عملية في جميع سياراتها للأمانة بس الفورتشنرأانا اقول لك اياها نصيحة اخ انحش هايلكس و أخس من الهايلكس بعد رفعه رفع دفرنسين و على غير سنع و قلبته بريال و يفقد الرساوة و الراحه و حتى جمالية المنظر لا من الداخل و لا الخارج معليش مع احترامي لملاكه. الجديد للأمانة حسنوا في مظهره و الداخلية.
neutral,سيارة من ناحية الجوده ما يحتاج تايوتا معروفة لكن من ناحية الراحه صفر سيارة ما تصلح الا للبر و الجلد.
positive,تكييف تحمل صرفية كلها بتلاقيها من اليارس.
neutral,السيارة ممتازة جدا كصرفية وتكييف وتحمل ولكن السعر شوي غالي لان الجديدة ب 38 الف.
positive,من ناحية المكيف معروف الصني او النيسان مكيفه يضرب فيه الامثله من تبريده ما شاء الله.
negative,سيارة ضيقة من الداخل وسعر مبالغ فيه.
neutral,كان معي 6 سلندر عزمه طرب وفي البر كفو لكن الراحه ما فيه و يخوف مع السرعة و المنعطفات. 
positive,السيراتو 2015 - 2016 سعره برضوا رخيص جدا و مناسب وسيارة عملية و كبيرة.
negative,مستوى الأمان ضعيف جدا لان شاصه شاص بكب وغير ثابت اطلاقا وغير مريح انا اصنفه غلطة تويوتا وهم انفسهم تويوتا معطينه أسوأ تقييم بالشركه.
positive,من مميزاتها سعرها مقبول بالنسبة لفئة الجيوب مثل اللاند و الباترول تصبر صبر شديد وقطعها رخيصة و في البر ما شاء الله خفيف وزن ومكينة مناسبة استهلاكها للوقود مقبول مقارنة بالجيوب.
negative,من 5 شهور بدأت المشكلة الا وهي ان السيارة ما تشتغل من الدقة الأولى، تشتغل من الثانيه او الثالثه، مع العلم ان السيارة في دقه السلف الأولى أسمع صوت السلف لكن ما تشتغل السيارة.
negative,بعض المساوئ او العيوب نفس شاص الهايلوكس ومرتفع سريعة الانقلاب لذا يجب القيادة بتأني الراحه أقل من الجيوب مثل الباترول.
neutral,الالتيما جبارة عزل و مريحة و قوية لكن يبي لها محافظة و الوكيل لك عليه.
negative,سيارة نادرة تجدها و قليل من يعرفها.
negative,قطع غالية وصيانة غالية في الوكالة و قليل من الورش تعرف لها.
negative,كانت مع زميلي تعب في صيانتها وباعها بعد خسائر كبيرة على القطع و الصيانة.
positive,مميزات مكاين نيسان اقتصادي بنزين وقطع غياره وسط أرخص من البيجو و الستروين.
negative,المازدا ما فيه في السوق الا بأسعار غالية.
negative,عيوبها قيرها حساس دايم يتعطل.
negative,عند البيع لا يوجد شراي.
negative,صيانة ما احد يعرف لها الا المراكز الكبيرة مختصين فقط.
negative,المشكلة في قطع الغيار و الصيانة تنشب فيها.
